"DateTime","Depth_m","DIC_mgL","CAR_dic"
2019-10-23 11:05:00,5,4,76.1687137008474
2019-10-23 11:19:00,6.2,5.3,100.923545653623
2019-10-23 11:30:00,8,5.7,108.540417023708
2019-10-23 11:45:00,9,6.1,116.157288393792
2019-10-25 11:57:00,0.1,3.4,64.7434066457203
2019-10-25 12:09:00,1.6,4.2,79.9771493858897
2019-10-25 12:23:00,5,4.5,85.6898029134533
2019-10-25 12:41:00,9,5.3,100.923545653623
2019-10-28 13:15:00,0.1,0.1,1.90421784252118
2019-10-28 13:25:00,1.6,1,19.0421784252118
2019-10-28 13:34:00,5,2.1,39.9885746929449
2019-10-28 13:41:00,9,4.8,91.4024564410169
2019-10-30 10:35:00,0.1,3.9,74.2644958583262
2019-10-30 10:47:00,1.6,4.2,79.9771493858897
2019-10-30 10:57:00,3.8,4.4,83.7855850709321
2019-10-30 11:06:00,5,4.7,89.4982385984957
2019-10-30 11:27:00,6.2,4.8,91.4024564410169
2019-10-30 11:40:00,8,4.8,91.4024564410169
2019-10-30 12:00:00,9,3.8,72.360278015805
2019-11-08 12:50:00,0.1,4.3,81.8813672284109
2019-11-08 13:30:00,1.6,4.6,87.5940207559745
2019-11-08 14:05:00,3.8,4.2,79.9771493858897
2019-11-08 14:50:00,5,4.1,78.0729315433686
2019-11-08 15:09:00,6.2,4.4,83.7855850709321
2019-11-08 15:15:00,8,4.2,79.9771493858897
2019-11-08 15:32:00,9,4.2,79.9771493858897
2019-11-20 10:55:00,0.1,4.1,78.0729315433686
2019-11-20 11:42:00,3.8,4.1,78.0729315433686
2019-11-20 11:58:00,5,4.1,78.0729315433686
2019-11-20 12:35:00,6.2,4,76.1687137008474
2019-11-20 12:55:00,8,4,76.1687137008474
2019-11-20 13:30:00,9,4.1,78.0729315433686
